prompt,target
Predict the Tg of the following SMILES: *CCCCCCCCO*,-70.15
Predict the Tg of the following SMILES: C(C*)CCCCCCO*,-70.15
Predict the Tg of the following SMILES: *CCCCCCCCO*,-70.15
Predict the Tg of the following SMILES: C(CCCCCO*)CC*,-70.15
Predict the Tg of the following SMILES: C(CCCCCO*)CC*,-70.15
Predict the Tg of the following SMILES: c1(C(C*)*)ccc(F)cc1,105.85
Predict the Tg of the following SMILES: c1cc(F)ccc1C(C*)*,105.85
Predict the Tg of the following SMILES: c1c(C(C*)*)ccc(F)c1,105.85
Predict the Tg of the following SMILES: *CC(*)c1ccc(F)cc1,105.85
Predict the Tg of the following SMILES: *C(c1ccc(F)cc1)C*,105.85
Predict the Tg of the following SMILES: C(C*)(c1ccc(F)cc1)*,105.85
Predict the Tg of the following SMILES: c1c(F)ccc(C(*)C*)c1,105.85
Predict the Tg of the following SMILES: c1(C(C*)*)ccc(F)cc1,105.85
Predict the Tg of the following SMILES: c1c(C(C*)*)ccc(F)c1,105.85
Predict the Tg of the following SMILES: *C(C*)c1ccc(F)cc1,105.85
Predict the Tg of the following SMILES: ClCC(CCl)(CO*)C*,-8.15
Predict the Tg of the following SMILES: C(C(CO*)(CCl)CCl)*,-8.15
Predict the Tg of the following SMILES: ClCC(CO*)(C*)CCl,-8.15
Predict the Tg of the following SMILES: O(*)CC(C*)(CCl)CCl,-8.15
Predict the Tg of the following SMILES: *CC(CCl)(CO*)CCl,-8.15
Predict the Tg of the following SMILES: C(Cl)C(C*)(CO*)CCl,-8.15
Predict the Tg of the following SMILES: *CC(CO*)(CCl)CCl,-8.15
Predict the Tg of the following SMILES: C(O*)C(C*)(CCl)CCl,-8.15
Predict the Tg of the following SMILES: *OCC(CCl)(C*)CCl,-8.15
Predict the Tg of the following SMILES: C(O*)C(C*)(CCl)CCl,-8.15
Predict the Tg of the following SMILES: C(*)C(C(F)(F)F)(*)F,41.85
Predict the Tg of the following SMILES: C(F)(C*)(*)C(F)(F)F,41.85
Predict the Tg of the following SMILES: FC(C(F)(F)F)(*)C*,41.85
Predict the Tg of the following SMILES: *CC(*)(C(F)(F)F)F,41.85
Predict the Tg of the following SMILES: C(F)(C(C*)(*)F)(F)F,41.85
Predict the Tg of the following SMILES: FC(C*)(C(F)(F)F)*,41.85
Predict the Tg of the following SMILES: *CC(*)(F)C(F)(F)F,41.85
Predict the Tg of the following SMILES: *CC(*)(C(F)(F)F)F,41.85
Predict the Tg of the following SMILES: FC(F)(F)C(*)(F)C*,41.85
Predict the Tg of the following SMILES: FC(F)(C(F)(C*)*)F,41.85
Predict the Tg of the following SMILES: c1(*)cc2c(cc1)C(=O)N(c1cccc(N3C(=O)c4cc(Oc5ccc(Oc6ccc(O*)cc6)cc5)ccc4C3=O)c1)C2=O,226.85
Predict the Tg of the following SMILES: c1(N2C(=O)c3ccc(*)cc3C2=O)cc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc(O*)cc5)cc4)cc3C2=O)ccc1,226.85
Predict the Tg of the following SMILES: c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1N1C(=O)c2cc(Oc3ccc(Oc4ccc(O*)cc4)cc3)ccc2C1=O,226.85
Predict the Tg of the following SMILES: c1cc(N2C(=O)c3c(cc(*)cc3)C2=O)cc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc(O*)cc5)cc4)cc3C2=O)c1,226.85
Predict the Tg of the following SMILES: c1cc(O*)ccc1Oc1ccc(Oc2cc3c(cc2)C(=O)N(c2cc(N4C(=O)c5c(cc(*)cc5)C4=O)ccc2)C3=O)cc1,226.85
Predict the Tg of the following SMILES: c1cc(O*)ccc1Oc1ccc(Oc2cc3c(cc2)C(=O)N(c2cc(N4C(=O)c5c(ccc(*)c5)C4=O)ccc2)C3=O)cc1,226.85
Predict the Tg of the following SMILES: O=C1N(c2cc(N3C(=O)c4c(ccc(*)c4)C3=O)ccc2)C(=O)c2ccc(Oc3ccc(Oc4ccc(O*)cc4)cc3)cc21,226.85
Predict the Tg of the following SMILES: c1c2c(cc(Oc3ccc(Oc4ccc(O*)cc4)cc3)c1)C(=O)N(c1cccc(N3C(=O)c4c(cc(*)cc4)C3=O)c1)C2=O,226.85
Predict the Tg of the following SMILES: c1(*)cc2c(cc1)C(=O)N(c1cccc(N3C(=O)c4c(ccc(Oc5ccc(Oc6ccc(O*)cc6)cc5)c4)C3=O)c1)C2=O,226.85
Predict the Tg of the following SMILES: c1(*)cc2c(cc1)C(=O)N(c1cccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc(O*)cc6)cc5)cc4C3=O)c1)C2=O,226.85
Predict the Tg of the following SMILES: *C(C*)C(F)(F)C(F)(F)F,40.85
Predict the Tg of the following SMILES: FC(F)(C(C(C*)*)(F)F)F,40.85
Predict the Tg of the following SMILES: *CC(*)C(F)(F)C(F)(F)F,40.85
Predict the Tg of the following SMILES: FC(C(C*)*)(C(F)(F)F)F,40.85
Predict the Tg of the following SMILES: *C(C*)C(C(F)(F)F)(F)F,40.85
Predict the Tg of the following SMILES: *CC(*)C(F)(C(F)(F)F)F,40.85
Predict the Tg of the following SMILES: C(F)(C(F)(C(C*)*)F)(F)F,40.85
Predict the Tg of the following SMILES: C(*)(C(F)(F)C(F)(F)F)C*,40.85
Predict the Tg of the following SMILES: FC(F)(F)C(F)(F)C(*)C*,40.85
Predict the Tg of the following SMILES: C(C(*)C(F)(C(F)(F)F)F)*,40.85
Predict the Tg of the following SMILES: C1(=O)N(c2cccc(Cc3cc(N4C(=O)c5ccc(*)cc5C4=O)ccc3)c2)C(=O)c2c1ccc(C(=O)*)c2,272
Predict the Tg of the following SMILES: c1ccc(N2C(=O)c3c(cc(C(*)=O)cc3)C2=O)cc1Cc1cc(N2C(=O)c3ccc(*)cc3C2=O)ccc1,272
Predict the Tg of the following SMILES: c1(Cc2cc(N3C(=O)c4cc(C(*)=O)ccc4C3=O)ccc2)cc(N2C(=O)c3c(ccc(*)c3)C2=O)ccc1,272
Predict the Tg of the following SMILES: c1(N2C(=O)c3ccc(C(=O)*)cc3C2=O)cc(Cc2cc(N3C(=O)c4cc(*)ccc4C3=O)ccc2)ccc1,272
Predict the Tg of the following SMILES: c1c(N2C(=O)c3ccc(*)cc3C2=O)cc(Cc2cc(N3C(=O)c4c(ccc(C(=O)*)c4)C3=O)ccc2)cc1,272
Predict the Tg of the following SMILES: c1(*)cc2c(cc1)C(=O)N(c1cc(Cc3cc(N4C(=O)c5cc(C(*)=O)ccc5C4=O)ccc3)ccc1)C2=O,272
Predict the Tg of the following SMILES: c1c(N2C(=O)c3cc(C(*)=O)ccc3C2=O)cc(Cc2cccc(N3C(=O)c4c(ccc(*)c4)C3=O)c2)cc1,272
Predict the Tg of the following SMILES: c1(N2C(=O)c3c(ccc(*)c3)C2=O)cccc(Cc2cc(N3C(=O)c4ccc(C(*)=O)cc4C3=O)ccc2)c1,272
Predict the Tg of the following SMILES: c12c(cc(C(*)=O)cc1)C(=O)N(c1cccc(Cc3cc(N4C(=O)c5cc(*)ccc5C4=O)ccc3)c1)C2=O,272
Predict the Tg of the following SMILES: c1(N2C(=O)c3c(ccc(*)c3)C2=O)cc(Cc2cc(N3C(=O)c4ccc(C(=O)*)cc4C3=O)ccc2)ccc1,272
Predict the Tg of the following SMILES: FC(F)(Oc1cc(N2C(=O)c3cc4c(cc3C2=O)C(C(F)(F)F)(C(F)(F)F)c2c(cc3c(c2)C(=O)N(*)C3=O)O4)ccc1-c1ccc(*)cc1OC(F)(F)F)F,375
Predict the Tg of the following SMILES: c1c2c(cc3c1C(C(F)(F)F)(C(F)(F)F)c1c(cc4c(c1)C(=O)N(c1ccc(-c5ccc(*)cc5OC(F)(F)F)c(OC(F)(F)F)c1)C4=O)O3)C(=O)N(*)C2=O,375
Predict the Tg of the following SMILES: C1(=O)N(c2cc(OC(F)(F)F)c(-c3c(OC(F)(F)F)cc(*)cc3)cc2)C(=O)c2c1cc1c(c2)C(C(F)(F)F)(C(F)(F)F)c2c(cc3c(c2)C(=O)N(*)C3=O)O1,375
Predict the Tg of the following SMILES: c1(-c2c(OC(F)(F)F)cc(*)cc2)c(OC(F)(F)F)cc(N2C(=O)c3cc4c(cc3C2=O)Oc2cc3c(cc2C4(C(F)(F)F)C(F)(F)F)C(=O)N(*)C3=O)cc1,375
Predict the Tg of the following SMILES: FC(Oc1c(-c2c(OC(F)(F)F)cc(N3C(=O)c4c(cc5c(c4)C(C(F)(F)F)(C(F)(F)F)c4c(cc6c(c4)C(=O)N(*)C6=O)O5)C3=O)cc2)ccc(*)c1)(F)F,375
Predict the Tg of the following SMILES: c1c2c(cc3c1C(=O)N(*)C3=O)Oc1cc3c(cc1C2(C(F)(F)F)C(F)(F)F)C(=O)N(c1cc(OC(F)(F)F)c(-c2c(OC(F)(F)F)cc(*)cc2)cc1)C3=O,375
Predict the Tg of the following SMILES: O(C(F)(F)F)c1cc(N2C(=O)c3cc4c(cc3C2=O)C(C(F)(F)F)(C(F)(F)F)c2cc3c(cc2O4)C(=O)N(*)C3=O)ccc1-c1ccc(*)cc1OC(F)(F)F,375
Predict the Tg of the following SMILES: C(F)(Oc1c(-c2c(OC(F)(F)F)cc(*)cc2)ccc(N2C(=O)c3c(cc4c(c3)C(C(F)(F)F)(C(F)(F)F)c3cc5c(cc3O4)C(=O)N(*)C5=O)C2=O)c1)(F)F,375
Predict the Tg of the following SMILES: c1(*)ccc(-c2c(OC(F)(F)F)cc(N3C(=O)c4c(cc5c(c4)C(C(F)(F)F)(C(F)(F)F)c4c(cc6c(c4)C(=O)N(*)C6=O)O5)C3=O)cc2)c(OC(F)(F)F)c1,375
Predict the Tg of the following SMILES: FC(F)(Oc1cc(*)ccc1-c1c(OC(F)(F)F)cc(N2C(=O)c3cc4c(cc3C2=O)Oc2cc3c(cc2C4(C(F)(F)F)C(F)(F)F)C(=O)N(*)C3=O)cc1)F,375
Predict the Tg of the following SMILES: C(F)(F)(c1cc(-c2c(-c3c(-c4cccc(C(F)(F)F)c4)cc(N4C(=O)c5c(ccc(*)c5)C4=O)cc3)ccc(N3C(=O)c4cc(C(C(F)(F)F)(C(F)(F)F)*)ccc4C3=O)c2)ccc1)F,278
Predict the Tg of the following SMILES: FC(c1cc(-c2c(-c3ccc(N4C(=O)c5cc(C(C(F)(F)F)(C(F)(F)F)*)ccc5C4=O)cc3-c3cccc(C(F)(F)F)c3)ccc(N3C(=O)c4c(cc(*)cc4)C3=O)c2)ccc1)(F)F,278
Predict the Tg of the following SMILES: c1cc(-c2c(-c3cccc(C(F)(F)F)c3)cc(N3C(=O)c4ccc(C(C(F)(F)F)(C(F)(F)F)*)cc4C3=O)cc2)c(-c2cc(C(F)(F)F)ccc2)cc1N1C(=O)c2c(ccc(*)c2)C1=O,278
Predict the Tg of the following SMILES: c1(-c2cc(C(F)(F)F)ccc2)cc(N2C(=O)c3cc(C(C(F)(F)F)(*)C(F)(F)F)ccc3C2=O)ccc1-c1c(-c2cc(C(F)(F)F)ccc2)cc(N2C(=O)c3cc(*)ccc3C2=O)cc1,278
Predict the Tg of the following SMILES: FC(c1cc(-c2cc(N3C(=O)c4c(ccc(*)c4)C3=O)ccc2-c2ccc(N3C(=O)c4c(cc(C(*)(C(F)(F)F)C(F)(F)F)cc4)C3=O)cc2-c2cccc(C(F)(F)F)c2)ccc1)(F)F,278
Predict the Tg of the following SMILES: c1cc(C(F)(F)F)cc(-c2cc(N3C(=O)c4c(ccc(*)c4)C3=O)ccc2-c2ccc(N3C(=O)c4c(ccc(C(C(F)(F)F)(*)C(F)(F)F)c4)C3=O)cc2-c2cccc(C(F)(F)F)c2)c1,278
Predict the Tg of the following SMILES: C(*)(c1cc2c(cc1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5cc(*)ccc5C4=O)cc3-c3cc(C(F)(F)F)ccc3)c(-c3cc(C(F)(F)F)ccc3)c1)C2=O)(C(F)(F)F)C(F)(F)F,278
Predict the Tg of the following SMILES: c1c(C(F)(F)F)cccc1-c1c(-c2ccc(N3C(=O)c4c(ccc(*)c4)C3=O)cc2-c2cccc(C(F)(F)F)c2)ccc(N2C(=O)c3c(cc(C(C(F)(F)F)(*)C(F)(F)F)cc3)C2=O)c1,278
Predict the Tg of the following SMILES: c1(N2C(=O)c3c(cc(C(C(F)(F)F)(*)C(F)(F)F)cc3)C2=O)ccc(-c2ccc(N3C(=O)c4c(cc(*)cc4)C3=O)cc2-c2cccc(C(F)(F)F)c2)c(-c2cccc(C(F)(F)F)c2)c1,278
Predict the Tg of the following SMILES: c1(-c2c(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3-c3cc(C(F)(F)F)ccc3)ccc(N3C(=O)c4ccc(C(C(F)(F)F)(C(F)(F)F)*)cc4C3=O)c2)cccc(C(F)(F)F)c1,278
Predict the Tg of the following SMILES: Fc1c(F)c(N2C(=O)c3c(cc(*)cc3)C2=O)c(F)c(F)c1N1C(=O)c2cc(C(C(F)(F)F)(C(F)(F)F)*)ccc2C1=O,380
Predict the Tg of the following SMILES: O=C1c2ccc(C(C(F)(F)F)(C(F)(F)F)*)cc2C(=O)N1c1c(F)c(F)c(N2C(=O)c3ccc(*)cc3C2=O)c(F)c1F,380
Predict the Tg of the following SMILES: FC(C(C(F)(F)F)(c1cc2c(cc1)C(=O)N(c1c(F)c(F)c(N3C(=O)c4ccc(*)cc4C3=O)c(F)c1F)C2=O)*)(F)F,380
Predict the Tg of the following SMILES: C1(=O)N(c2c(F)c(F)c(N3C(=O)c4cc(*)ccc4C3=O)c(F)c2F)C(=O)c2c1cc(C(C(F)(F)F)(*)C(F)(F)F)cc2,380
Predict the Tg of the following SMILES: c1(F)c(N2C(=O)c3c(cc(C(C(F)(F)F)(C(F)(F)F)*)cc3)C2=O)c(F)c(F)c(N2C(=O)c3cc(*)ccc3C2=O)c1F,380
Predict the Tg of the following SMILES: c1c(C(*)(C(F)(F)F)C(F)(F)F)ccc2c1C(=O)N(c1c(F)c(F)c(N3C(=O)c4c(ccc(*)c4)C3=O)c(F)c1F)C2=O,380
Predict the Tg of the following SMILES: c1cc(C(*)(C(F)(F)F)C(F)(F)F)cc2c1C(=O)N(c1c(F)c(F)c(N3C(=O)c4c(cc(*)cc4)C3=O)c(F)c1F)C2=O,380
Predict the Tg of the following SMILES: O=C1c2c(cc(*)cc2)C(=O)N1c1c(F)c(F)c(N2C(=O)c3ccc(C(C(F)(F)F)(*)C(F)(F)F)cc3C2=O)c(F)c1F,380
Predict the Tg of the following SMILES: C(C(F)(F)F)(C(F)(F)F)(*)c1cc2c(cc1)C(=O)N(c1c(F)c(F)c(N3C(=O)c4cc(*)ccc4C3=O)c(F)c1F)C2=O,380
Predict the Tg of the following SMILES: Fc1c(F)c(N2C(=O)c3ccc(C(*)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(F)c(F)c1N1C(=O)c2c(ccc(*)c2)C1=O,380
Predict the Tg of the following SMILES: c1(Oc2cccc3c2C(=O)N(c2cccc(N4C(=O)c5c(*)cccc5C4=O)c2)C3=O)ccc(C(C)(C)c2cc(O*)ccc2)cc1,236
Predict the Tg of the following SMILES: O(c1cc(C(C)(C)c2ccc(Oc3cccc4c3C(=O)N(c3cccc(N5C(=O)c6cccc(*)c6C5=O)c3)C4=O)cc2)ccc1)*,236
Predict the Tg of the following SMILES: c1cc(C(c2cccc(O*)c2)(C)C)ccc1Oc1c2c(ccc1)C(=O)N(c1cc(N3C(=O)c4c(c(*)ccc4)C3=O)ccc1)C2=O,236
Predict the Tg of the following SMILES: c1(*)cccc2c1C(=O)N(c1cccc(N3C(=O)c4c(Oc5ccc(C(C)(c6cccc(O*)c6)C)cc5)cccc4C3=O)c1)C2=O,236
Predict the Tg of the following SMILES: N1(c2cccc(N3C(=O)c4c(cccc4*)C3=O)c2)C(=O)c2c(cccc2Oc2ccc(C(C)(C)c3cccc(O*)c3)cc2)C1=O,236
Predict the Tg of the following SMILES: c1(Oc2ccc(C(c3cc(O*)ccc3)(C)C)cc2)c2c(ccc1)C(=O)N(c1cccc(N3C(=O)c4cccc(*)c4C3=O)c1)C2=O,236
Predict the Tg of the following SMILES: O(c1cc(C(c2ccc(Oc3c4c(ccc3)C(=O)N(c3cccc(N5C(=O)c6c(cccc6*)C5=O)c3)C4=O)cc2)(C)C)ccc1)*,236
Predict the Tg of the following SMILES: N1(c2cc(N3C(=O)c4c(c(Oc5ccc(C(C)(C)c6cc(O*)ccc6)cc5)ccc4)C3=O)ccc2)C(=O)c2c(cccc2*)C1=O,236
Predict the Tg of the following SMILES: c1c(Oc2cccc3c2C(=O)N(c2cc(N4C(=O)c5c(c(*)ccc5)C4=O)ccc2)C3=O)ccc(C(C)(c2cc(O*)ccc2)C)c1,236
Predict the Tg of the following SMILES: O=C1c2c(cccc2Oc2ccc(C(C)(C)c3cccc(O*)c3)cc2)C(=O)N1c1cc(N2C(=O)c3cccc(*)c3C2=O)ccc1,236
Predict the Tg of the following SMILES: c1(Oc2cccc(N3C(=O)c4c(cc(C(=O)*)cc4)C3=O)c2)ccc(P(c2ccc(Oc3ccc(N4C(=O)c5c(ccc(*)c5)C4=O)cc3)cc2)(c2ccccc2)=O)cc1,232
Predict the Tg of the following SMILES: O=C1N(c2ccc(Oc3ccc(P(c4ccccc4)(c4ccc(Oc5cccc(N6C(=O)c7cc(C(=O)*)ccc7C6=O)c5)cc4)=O)cc3)cc2)C(=O)c2cc(*)ccc21,232
Predict the Tg of the following SMILES: c1c(Oc2ccc(P(c3ccccc3)(=O)c3ccc(Oc4ccc(N5C(=O)c6c(cc(*)cc6)C5=O)cc4)cc3)cc2)cccc1N1C(=O)c2ccc(C(*)=O)cc2C1=O,232
Predict the Tg of the following SMILES: c1(C(*)=O)ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(P(c4ccccc4)(=O)c4ccc(Oc5ccc(N6C(=O)c7c(cc(*)cc7)C6=O)cc5)cc4)cc3)c1)C2=O,232
Predict the Tg of the following SMILES: c1ccc(Oc2ccc(P(c3ccc(Oc4ccc(N5C(=O)c6cc(*)ccc6C5=O)cc4)cc3)(=O)c3ccccc3)cc2)cc1N1C(=O)c2ccc(C(=O)*)cc2C1=O,232
Predict the Tg of the following SMILES: c12c(ccc(C(=O)*)c1)C(=O)N(c1cc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc4)cc3)ccc1)C2=O,232
Predict the Tg of the following SMILES: c1c(Oc2ccc(N3C(=O)c4c(cc(*)cc4)C3=O)cc2)ccc(P(c2ccccc2)(=O)c2ccc(Oc3cccc(N4C(=O)c5c(cc(C(=O)*)cc5)C4=O)c3)cc2)c1,232
Predict the Tg of the following SMILES: c1cccc(P(=O)(c2ccc(Oc3cccc(N4C(=O)c5cc(C(=O)*)ccc5C4=O)c3)cc2)c2ccc(Oc3ccc(N4C(=O)c5cc(*)ccc5C4=O)cc3)cc2)c1,232
Predict the Tg of the following SMILES: c1(*)cc2c(cc1)C(=O)N(c1ccc(Oc3ccc(P(c4ccc(Oc5cccc(N6C(=O)c7c(ccc(C(*)=O)c7)C6=O)c5)cc4)(=O)c4ccccc4)cc3)cc1)C2=O,232
Predict the Tg of the following SMILES: c1cc(Oc2ccc(N3C(=O)c4c(ccc(*)c4)C3=O)cc2)ccc1P(=O)(c1ccccc1)c1ccc(Oc2cc(N3C(=O)c4cc(C(=O)*)ccc4C3=O)ccc2)cc1,232
Predict the Tg of the following SMILES: c1cc(N2C(=O)c3c(ccc(O*)c3)C2=O)ccc1Oc1ccc(N2C(=O)c3c(*)cccc3C2=O)cc1,278
Predict the Tg of the following SMILES: c12ccc(O*)cc1C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5cccc(*)c5C4=O)cc3)cc1)C2=O,278
Predict the Tg of the following SMILES: c1c(*)c2c(cc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(ccc(O*)c5)C4=O)cc3)cc1)C2=O,278
Predict the Tg of the following SMILES: c1(N2C(=O)c3c(*)cccc3C2=O)ccc(Oc2ccc(N3C(=O)c4ccc(O*)cc4C3=O)cc2)cc1,278
Predict the Tg of the following SMILES: c1c(O*)cc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(c(*)ccc5)C4=O)cc3)cc1)C2=O,278
Predict the Tg of the following SMILES: *c1c2c(ccc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(ccc(O*)c5)C4=O)cc3)cc1)C2=O,278
Predict the Tg of the following SMILES: c1ccc2c(c1*)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(ccc(O*)c5)C4=O)cc3)cc1)C2=O,278
Predict the Tg of the following SMILES: c1cc(Oc2ccc(N3C(=O)c4c(*)cccc4C3=O)cc2)ccc1N1C(=O)c2cc(O*)ccc2C1=O,278
Predict the Tg of the following SMILES: c1cc(N2C(=O)c3c(*)cccc3C2=O)ccc1Oc1ccc(N2C(=O)c3ccc(O*)cc3C2=O)cc1,278
Predict the Tg of the following SMILES: *c1c2c(ccc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(cc(O*)cc5)C4=O)cc3)cc1)C2=O,278
Predict the Tg of the following SMILES: c1c2c(cc(*)c1)C(=O)N(c1ccc(N3C(=O)c4c(ccc(C(*)=O)c4)C3=O)cc1)C2=O,333
Predict the Tg of the following SMILES: *c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4cc(C(*)=O)ccc4C3=O)cc1)C2=O,333
Predict the Tg of the following SMILES: N1(c2ccc(N3C(=O)c4ccc(C(*)=O)cc4C3=O)cc2)C(=O)c2c(cc(*)cc2)C1=O,333
Predict the Tg of the following SMILES: c1(C(*)=O)cc2c(cc1)C(=O)N(c1ccc(N3C(=O)c4c(cc(*)cc4)C3=O)cc1)C2=O,333
Predict the Tg of the following SMILES: O=C1N(c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)C(=O)c2ccc(C(*)=O)cc21,333
Predict the Tg of the following SMILES: c1c(*)ccc2c1C(=O)N(c1ccc(N3C(=O)c4c(ccc(C(*)=O)c4)C3=O)cc1)C2=O,333
Predict the Tg of the following SMILES: c1c2c(ccc1C(=O)*)C(=O)N(c1ccc(N3C(=O)c4c(cc(*)cc4)C3=O)cc1)C2=O,333
Predict the Tg of the following SMILES: c12c(cc(C(=O)*)cc1)C(=O)N(c1ccc(N3C(=O)c4c(cc(*)cc4)C3=O)cc1)C2=O,333
Predict the Tg of the following SMILES: *c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(C(=O)*)cc4C3=O)cc1)C2=O,333
Predict the Tg of the following SMILES: C1(=O)c2cc(C(=O)*)ccc2C(=O)N1c1ccc(N2C(=O)c3cc(*)ccc3C2=O)cc1,333
Predict the Tg of the following SMILES: N1(c2ccc(Oc3ccc(N4C(=O)c5ccc(S*)cc5C4=O)cc3)cc2)C(=O)c2c(*)cccc2C1=O,282
Predict the Tg of the following SMILES: c1c2c(cc(S*)c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(cccc5*)C4=O)cc3)cc1)C2=O,282
Predict the Tg of the following SMILES: c12c(cccc1*)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(ccc(S*)c5)C4=O)cc3)cc1)C2=O,282
Predict the Tg of the following SMILES: c12c(c(*)ccc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(cc(S*)cc5)C4=O)cc3)cc1)C2=O,282
Predict the Tg of the following SMILES: c1c2c(ccc1S*)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(*)cccc5C4=O)cc3)cc1)C2=O,282
Predict the Tg of the following SMILES: O=C1N(c2ccc(Oc3ccc(N4C(=O)c5ccc(S*)cc5C4=O)cc3)cc2)C(=O)c2cccc(*)c21,282
Predict the Tg of the following SMILES: c1c2c(c(*)cc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(cc(S*)cc5)C4=O)cc3)cc1)C2=O,282
Predict the Tg of the following SMILES: c1c2c(cc(S*)c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(c(*)ccc5)C4=O)cc3)cc1)C2=O,282
Predict the Tg of the following SMILES: c12ccc(S*)cc1C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5cccc(*)c5C4=O)cc3)cc1)C2=O,282
Predict the Tg of the following SMILES: c1(N2C(=O)c3c(c(*)ccc3)C2=O)ccc(Oc2ccc(N3C(=O)c4c(ccc(S*)c4)C3=O)cc2)cc1,282
Predict the Tg of the following SMILES: O(c1ccc(S(=O)(=O)c2cc(O*)ccc2)cc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)ccc3)cc1)C2=O,194
Predict the Tg of the following SMILES: c1ccc(S(c2ccc(Oc3ccc4c(c3)C(=O)N(c3ccc(Oc5cc(Oc6ccc(N7C(=O)c8cc(*)ccc8C7=O)cc6)ccc5)cc3)C4=O)cc2)(=O)=O)cc1O*,194
Predict the Tg of the following SMILES: c1c(N2C(=O)c3c(cc(Oc4ccc(S(=O)(=O)c5cccc(O*)c5)cc4)cc3)C2=O)ccc(Oc2cc(Oc3ccc(N4C(=O)c5cc(*)ccc5C4=O)cc3)ccc2)c1,194
Predict the Tg of the following SMILES: c1cc(Oc2cc(Oc3ccc(N4C(=O)c5c(ccc(Oc6ccc(S(c7cccc(O*)c7)(=O)=O)cc6)c5)C4=O)cc3)ccc2)ccc1N1C(=O)c2ccc(*)cc2C1=O,194
Predict the Tg of the following SMILES: c1ccc(O*)cc1S(=O)(=O)c1ccc(Oc2cc3c(cc2)C(=O)N(c2ccc(Oc4cc(Oc5ccc(N6C(=O)c7c(cc(*)cc7)C6=O)cc5)ccc4)cc2)C3=O)cc1,194
Predict the Tg of the following SMILES: c1(Oc2cccc(Oc3ccc(N4C(=O)c5c(cc(Oc6ccc(S(c7cc(O*)ccc7)(=O)=O)cc6)cc5)C4=O)cc3)c2)ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,194
Predict the Tg of the following SMILES: c12ccc(Oc3ccc(S(c4cccc(O*)c4)(=O)=O)cc3)cc1C(=O)N(c1ccc(Oc3cccc(Oc4ccc(N5C(=O)c6c(ccc(*)c6)C5=O)cc4)c3)cc1)C2=O,194
Predict the Tg of the following SMILES: c1c(N2C(=O)c3cc(Oc4ccc(S(=O)(=O)c5cc(O*)ccc5)cc4)ccc3C2=O)ccc(Oc2cccc(Oc3ccc(N4C(=O)c5c(ccc(*)c5)C4=O)cc3)c2)c1,194
Predict the Tg of the following SMILES: c1c(Oc2ccc(N3C(=O)c4c(cc(*)cc4)C3=O)cc2)cc(Oc2ccc(N3C(=O)c4c(ccc(Oc5ccc(S(c6cccc(O*)c6)(=O)=O)cc5)c4)C3=O)cc2)cc1,194
Predict the Tg of the following SMILES: c1(Oc2cc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(S(=O)(c7cccc(O*)c7)=O)cc6)cc5C4=O)cc3)ccc2)ccc(N2C(=O)c3c(cc(*)cc3)C2=O)cc1,194
Predict the Tg of the following SMILES: O=C(c1cc2c(cc1)C(=O)N(c1ccc(Oc3ccccc3N3C(=O)c4cc(*)ccc4C3=O)cc1)C2=O)*,287
Predict the Tg of the following SMILES: c12cc(C(=O)*)ccc1C(=O)N(c1ccc(Oc3c(N4C(=O)c5c(ccc(*)c5)C4=O)cccc3)cc1)C2=O,287
Predict the Tg of the following SMILES: O(c1c(N2C(=O)c3c(cc(*)cc3)C2=O)cccc1)c1ccc(N2C(=O)c3c(ccc(C(=O)*)c3)C2=O)cc1,287
